Authors,License,Link,Title,Community,Description,Discipline,FileFormat,Keywords,Language,LearningResourceType,MediaType,ProficiencyLevel,PublicationDate,TargetGroup,RelatedWork,Size,Version
Riccardo Massei * Michele Bortolomeazzi * Christian Schmidt,CC-BY-4.0,https://doi.org/10.5281/zenodo.11350689,[Workshop] Bioimage data management and analysis with OMERO,,"Here we share the material used in a workshop held on May 13th, 2024, at the German Cancer Research Center in Heidelberg (on-premise)
Description:Microscopy experiments generate information-rich, multi-dimensional data, allowing us to investigate biological processes at high spatial and temporal resolution. Image processing and analysis is a standard procedure to retrieve quantitative information from biological imaging. Due to the complex nature of bioimaging files that often come in proprietary formats, it can be challenging to organize, structure, and annotate bioimaging data throughout a project. Data often needs to be moved between collaboration partners, transformed into open formats, processed with a variety of software tools, and exported to smaller-sized images for presentation. The path from image acquisition to final publication figures with quantitative results must be documented and reproducible.
In this workshop, participants learn how to use OMERO to organize their data and enrich the bioimage data with structured metadata annotations.We also focus on image analysis workflows in combination with OMERO based on the Fiji/ImageJ software and using Jupyter Notebooks. In the last part, we explore how OMERO can be used to create publication figures and prepare bioimage data for publication in a suitable repository such as the Bioimage Archive.
Module 1&nbsp;(9 am - 10.15 am):&nbsp;Basics of OMERO, data structuring and annotation
Module 2&nbsp;(10.45 am - 12.45 pm):&nbsp;OMERO and Fiji
Module 3&nbsp;(1.45 pm - 3.45 pm):&nbsp;OMERO and Jupyter Notebooks
Module 4&nbsp;(4.15 pm - 6. pm):&nbsp;Publication-ready figures and data with OMERO
The target group for this workshopThis workshop is directed at researchers at all career levels who plan to or have started to use OMERO for their microscopy research data management.&nbsp;We encourage the workshop participants to bring example data from their research to discuss suitable metadata annotation for their everyday practice.
Prerequisites:Users should bring their laptops and have access to the internet through one of the following options:- eduroam- institutional WiFi- VPN connection to their institutional networks to access OMERO
Who are the trainers?
Dr. Riccardo Massei (Helmholtz-Center for Environmental Research, UFZ, Leipzig) - Data Steward for Bioimaging Data in NFDI4BIOIMAGE
Dr. Michele Bortolomeazzi (DKFZ, Single cell Open Lab, bioimage data specialist, bioinformatician, staff scientist in the NFDI4BIOIMAGE project)
Dr. Christian Schmidt (Science Manager for Research Data Management in Bioimaging, German Cancer Research Center, Heidelberg, Project Coordinator of the NFDI4BIOIMAGE project)",Unknown,.pdf,nfdi4bioimage * research data management * include in DALIA,en,,,advanced beginner,2024-05-13,Unknown,Unknown,Unknown,Unknown
Josh Moore * Susanne Kunis,CC-BY-4.0,https://doi.org/10.5281/zenodo.11235513,"[ELMI 2024]  AI's Dirty Little Secret: Without
FAIR Data, It's Just Fancy Math",,Poster presented at the European Light Microscopy Initiative meeting in Liverpool (https://www.elmi2024.org/),Unknown,.pdf,nfdi4bioimage * research data management * include in DALIA,,,,,2024-05-21,Unknown,Unknown,Unknown,Unknown
Stefanie Weidtkamp-Peters * Janina Hanne * Christian Schmidt,CC-BY-4.0,https://doi.org/10.5281/zenodo.7890311,A journey to FAIR microscopy data,,"Oral presentation, 32nd MoMAN &quot;From Molecules to Man&quot; Seminar, Ulm, online. Monday February 6th, 2023

Abstract:

Research data management is essential in nowadays research, and one of the big opportunities to accelerate collaborative and innovative scientific projects. To achieve this goal, all our data needs to be FAIR (findable, accessible, interoperable, reproducible). For data acquired on microscopes, however, a common ground for FAIR data sharing is still to be established. Plenty of work on file formats, data bases, and training needs to be performed to highlight the value of data sharing and exploit its potential for bioimaging data.

In this presentation, Stefanie Weidtkamp-Peters will introduce the challenges for bioimaging data management, and the necessary steps to achieve data FAIRification. German BioImaging - GMB e.V., together with other institutions, contributes to this endeavor. Janina Hanne will present how the network of imaging core facilities, research groups and industry partners is key to the German bioimaging community&rsquo;s aligned collaboration toward FAIR bioimaging data. These activities have paved the way for two data management initiatives in Germany: I3D:bio (Information Infrastructure for BioImage Data) and NFDI4BIOIMAGE, a consortium of the National Research Data Infrastructure. Christian Schmidt will introduce the goals and measures of these initiatives to the benefit of imaging scientist&rsquo;s work and everyday practice. &nbsp;",Unknown,.pdf * .pptx,nfdi4bioimage * research data management * include in DALIA,en,,,,2023-05-03,Unknown,Unknown,Unknown,Unknown
Silke Tulok * Gunar Fabig * Andy Vogelsang * Thomas Kugel * Thomas Müller-Reichert,CC-BY-4.0,https://doi.org/10.5281/zenodo.10103316,Report on a pilot study:  Implementation of OMERO for  microscopy data management,,"The Core Facility Cellular Imaging (CFCI) at the Faculty of Medicine Carl Gustav Carus (TU Dresden) is currently running a pilot project for testing the use and handling of the OMERO software. This is done together with interested users of the imaging facility and a research group. Currently, we are pushing forward this pilot study on a small scale without any data steward. Our experiences argue so far for giving data management issues into the hands of dedicated personnel not fully involved in research projects. As funding agencies will ask for higher and higher standards for implementing FAIRdata principles in the future, this will be a releva",Unknown,.pdf,include in DALIA,en,,,,2023-11-10,Unknown,Unknown,Unknown,Unknown
Nadine Utz * Sabine Reither * Ruth Hans * Christian Feldhaus,CC-BY-4.0,https://doi.org/10.5281/zenodo.10925217,"Development of a platform for advanced optics education, training and prototyping",,"In bio-medical research we often need to combine a broad range of expertise to run complex experiments and analyse and interpret their results. Also, it is desirable that all stakeholders of a project understand all parts of the experiment and analysis to draw and support the right conclusions. For imaging experiments this usually requires a basic understanding of the underlying physics. This has not necessarily been part of the professional training of all stakeholders, e.g. biologists or data scientists. Therefore an affordable platform for easily demonstrating and explaining imaging principles would be desirable.
Building up on a commercially available STEM Optics kit we developed extensions with widely available and affordable components to demonstrate advanced imaging techniques like e.g. confocal, lightsheet, OPT, spectral imaging. All models are quick and easy to build, yet demonstrate the important physical principles each imaging technique is based on.
Further use cases for this kit are training courses, demonstrations for imaging newbies when designing an experiment and outreach activities but also basic level prototyping.",Unknown,.pdf,include in DALIA,en,,,,2023-10-05,Unknown,Unknown,Unknown,Unknown
"Stringari, Chiara",CC-BY-4.0,https://doi.org/10.5281/zenodo.10839310,Slides about FLUTE: a Python GUI for interactive phasor analysis of FLIM data,,"This presentation introduces the open source software to analyze FLIM data:
FLUTE &ndash; (F)luorescence (L)ifetime (U)ltima(T)e (E)xplorer:
a Python GUI for interactive phasor analysis of FLIM data
&nbsp;
The software is available on GitHub: https://github.com/LaboratoryOpticsBiosciences/FLUTE
and it is published on Biological imaging Journal: Gottlieb, D., Asadipour, B., Kostina, P., Ung, T., &amp; Stringari, C. (2023). FLUTE: A Python GUI for interactive phasor analysis of FLIM data. Biological Imaging, 1-22. doi:10.1017/S2633903X23000211
The lecture was part of the short talks on community developed FLIM-software at the German BioImaging workshop on FLIM in Munich.",Unknown,.pdf * .pptx,include in DALIA,en,,,,2024-03-19,Unknown,Unknown,Unknown,Unknown
Isabel Kemmer * Antje Keppler * Beatriz Serrano-Solano * Arina Rybina * Bugra Özdemir * Johanna Bischof * Ayoub El Ghadraoui * John E. Eriksson * Aastha Mathur,CC-BY-4.0,https://doi.org/10.5281/zenodo.7788899,Building a FAIR image data ecosystem for microscopy communities,,"Bioimaging has now entered the era of big data with faster than ever development of complex microscopy technologies leading to increasingly complex datasets. This enormous increase in data size and informational complexity within those datasets has brought with it several difficulties in terms of common and harmonized data handling, analysis and management practices, which are currently hampering the full potential of image data being realized. Here we outline a wide range of efforts and solutions currently being developed by the microscopy community to address these challenges on the path towards FAIR bioimage data. We also highlight how different actors in the microscopy ecosystem are working together, creating synergies that develop new approaches, and how research infrastructures, such as Euro-BioImaging, are fostering these interactions to shape the field.&nbsp;",Unknown,.pdf,include in DALIA,en,,,,2023-03-31,Unknown,Unknown,Unknown,Unknown
"Schätz, Martin",CC-BY-4.0,https://doi.org/10.5281/zenodo.8372703,Research Data Managemet and how not to get overwhelmed with data,,"Research data management and how not to get overwhelmed with data presentation is an overview of bioimage analysis with a focus on the basics for data management planning, FAIR principles, and how to practically organize folders and prepares naming convention. The presentation includes an overview of metadata, Creative Common licenses, and a sum up of electronic laboratory notebooks. The last two slides go through how all of that works in practice in open access core microscopy facility.",Unknown,.pdf * .pptx,include in DALIA,en,,,advanced beginner,2023-09-23,Unknown,Unknown,Unknown,Unknown
"Schätz, Martin",CC-BY-4.0,https://doi.org/10.5281/zenodo.7215114,Interactive Image Data Flow Graphs,,The slides were presented during the Macro programming with ImageJ workshop (https://www.16mcm.cz/programme/#workshops) which was part of the&nbsp;16th Multinational Congress on Microscopy. It is a collection and &quot;reshuffle&quot; of slides originally made by Robert Haase on topics from Image Analysis in general up to&nbsp;User-friendly GPU-accelerated bio-image analysis and CLIJ2.,Unknown,.pptx,include in DALIA,en,,,,2022-10-17,Unknown,Unknown,Unknown,Unknown
"Waiger, Daniel",CC-BY-4.0,https://doi.org/10.5281/zenodo.6834214,Morphological analysis of neural cells with WEKA and SNT Fiji plugins,,"A simple workflow to detect Soma and neurite paths, from light microscopy&nbsp;datasets.

Using open-source tools for beginners.",Unknown,.pdf,include in DALIA,,,,,2022-07-14,Unknown,Unknown,Unknown,Unknown
"Thomas, Laurent",CC-BY-4.0,https://doi.org/10.5281/zenodo.6554166,Multi-Template-Matching for object-detection (slides),,"This presentations describes Multi-Template-Matching, a novel method extending on template-matching for object-detection in images.

The project was part of the PhD project of Laurent Thomas between 2017 and 2020, under supervision of Jochen Gehrig. The project was hosted at ACQUIFER Imaging with collaboration of the medical university of Heidelberg, and part of the ImageInLife Horizon2020 ITN (PhD program).&nbsp;",Unknown,.pdf * .pptx,include in DALIA,en,,,,2022-05-16,Unknown,Unknown,Unknown,Unknown
Laia Simó-Riudalbas * Romain Guiet * Olivier Burri * Julien Duc * Didier Trono,CC-BY-4.0,https://doi.org/10.5281/zenodo.6523649,Liver Micrometastases area quantification using QuPath and pixel classifier,,"Sample: Mouse (NSG) liver slices with human colorectal cancer cells metastases, stained with Hematoxylin &amp; Eosin.&nbsp;

Image Acquisition: Images were acquired on an Olympus VS120 Whole Slide Scanner, using a 20x objective (UPLSAPO, N.A. 0.75) and a color camera (Pike F505 Color) with an image pixel size of 0.345 microns.

Image Processing and Analysis: Obtained images were analyzed using the software QuPath [1] (version 0.3.2) using groovy scripts, making use of a pixel classifier to segment and measure cancer cell clusters.

Files :

Detailed_worflow.pdf : contains a detailed description of how pixel classifier was created

images_for_classifier_training.zip : contains all the vsi file obtained from the microscope and used for the training

project_for_classifier_training.zip : contains the QuPath project, with Training Image, annotations, classifiers and scripts for analysis

PythonCode.txt : code ran to transform output results from QuPath to final results

&nbsp;

[1] Bankhead, P. et al.&nbsp;QuPath: Open source software for digital pathology image analysis.&nbsp;Scientific Reports&nbsp;(2017). https://doi.org/10.1038/s41598-017-17204-5",Unknown,.pdf * .png * .txt * .zip,include in DALIA,en,,,,2022-05-06,Unknown,Unknown,Unknown,Unknown
Sarah Weischer * Jens Wendt * Thomas Zobel,CC-BY-4.0,https://doi.org/10.5281/zenodo.7018750,Structuring of Data and Metadata in Bioimaging: Concepts and technical Solutions in the Context of Linked Data,,"Provides an overview of contexts, frameworks, and models from the world of bioimage data as well as metadata. Visualizes the techniques for structuring this data as Linked Data. (Walkthrough Video: https://doi.org/10.5281/zenodo.7018928 )

Content:


	Types of metadata
	Data formats
	Data Models Microscopy Data
	Tools to edit/gather metadata
	ISA Framework
	FDO Framework
	Ontology
	RDF
	JSON-LD
	SPARQL
	Knowledge Graph
	Linked Data
	Smart Data
	...
",Unknown,.pdf,nfdi4bioimage * research data management * include in DALIA,en,,,,2022-07-12,Unknown,Unknown,Unknown,Unknown
Kunis,,https://doi.org/10.5281/zenodo.6905931,Engineering a Software Environment for Research Data Management of Microscopy Image Data in a Core Facility,,"This thesis deals with concepts and solutions in the field of data management in everyday scientific life for image data from microscopy. The focus of the formulated requirements has so far been on published data, which represent only a small subset of the data generated in the scientific process. More and more, everyday research data are moving into the focus of the principles for the management of research data that were formulated early on (FAIR-principles). The adequate management of this mostly multimodal data is a real challenge in terms of its heterogeneity and scope. There is a lack of standardised and established workflows and also the software solutions available so far do not adequately reflect the special requirements of this area. However, the success of any data management process depends heavily on the degree of integration into the daily work routine. Data management must, as far as possible, fit seamlessly into this process. Microscopy data in the scientific process is embedded in pre-processing, which consists of preparatory laboratory work and the analytical evaluation of the microscopy data. In terms of volume, the image data often form the largest part of data generated within this entire research process. In this paper, we focus on concepts and techniques related to the handling and description of this image data and address the necessary basics. The aim is to improve the embedding of the existing data management solution for image data (OMERO) into the everyday scientific work. For this purpose, two independent software extensions for OMERO were implemented within the framework of this thesis: OpenLink and MDEmic. OpenLink simplifies the access to the data stored in the integrated repository in order to feed them into established workflows for further evaluations and enables not only the internal but also the external exchange of data without weakening the advantages of the data repository. The focus of the second implemented software solution, MDEmic, is on the capturing of relevant metadata for microscopy. Through the extended metadata collection, a corresponding linking of the multimodal data by means of a unique description and the corresponding semantic background is aimed at. The configurability of MDEmic is designed to address the currently very dynamic development of underlying concepts and formats. The main goal of MDEmic is to minimise the workload and to automate processes. This provides the scientist with a tool to handle this complex and extensive task of metadata acquisition for microscopic data in a simple way. With the help of the software, semantic and syntactic standardisation can take place without the scientist having to deal with the technical concepts. The generated metadata descriptions are automatically integrated into the image repository and, at the same time, can be transferred by the scientists into formats that are needed when publishing the data.",Unknown,.pdf,nfdi4bioimage * research data managementv * include in DALIA,en,,,,2022-05-30,Unknown,Unknown,Unknown,Unknown
Dave Barry * Stefania Marcotti * Martin Jones,cc-by-sa-4.0,https://github.com/RMS-DAIM/introduction-to-image-analysis,introduction-to-image-analysis,,,Unknown,Unknown,BioImage Analysis * include in DALIA,,,,advanced beginner,2024-10-23T14:05:55+00:00,Unknown,Unknown,Unknown,Unknown
"Atkinson, Jack",GPL-3.0,https://github.com/jatkinson1000/rse-skills-workshop,rse-skills-workshop,,Teaching materials for improving research software writing abilities.,Unknown,Unknown,Research Software Engineering * include in DALIA,,Presentation,presentation,advanced beginner,2023-12-22T17:39:48+00:00,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14418209,Large Language Models: An Introduction for Life Scientists,,"This slide deck introduces Large Language Models to an audience of life-scientists. We first dive into terminology: Different kinds of Language Models and what they can be used for. The remaining slides are optional slides to allow us to dive deeper into topics such as tools for using LLMs in Science, Quality Assurance, Techniques such as Retrieval Augmented Generation and Prompt Engineering.",Unknown,.pdf * .pptx,globias * artificial intelligence * include in DALIA,en,,,advanced beginner,2024-12-12,Unknown,Unknown,Unknown,Unknown
"Consortium, NFDI4BIOIMAGE", CC-BY-4.0,https://doi.org/10.5281/zenodo.14186101,NFDI4BIOIMAGE data management illustrations by Henning Falk,,"These illustrations were contracted by the Heinrich Heine University D&uuml;sseldorf in the frame of the consortium NFDI4BIOIMAGE from Henning Falk for the purpose of education and public outreach. The illustrations are free to use under a CC-BY 4.0 license.AttributionPlease include an attribution similar to: ""Data annoation matters"", NFDI4BIOIMAGE Consortium (2024): NFDI4BIOIMAGE data management illustrations by Henning Falk, Zenodo,&nbsp;https://doi.org/10.5281/zenodo.14186100, is used under a CC-BY 4.0 license. Modifications to this illustration include cropping.
&nbsp;",Unknown,.jpg * .pdf,nfdi4bioimage * research data management * include in DALIA,en,,,,2024-11-29,Unknown,Unknown,Unknown,Unknown
Christian Schmidt * Tom Boissonnet * Michele Bortolomeazzi * Ksenia Krooß, CC-BY-4.0,https://doi.org/10.5281/zenodo.13861026,[Workshop] Research Data Management for Microscopy and BioImage Analysis,,"Research Data Management for Microscopy and BioImage Analysis

Introduction to BioImaging Research Data Management, NFDI4BIOIMAGE and I3D:bioChristian Schmidt /DKFZ Heidelberg
OMERO as a tool for bioimaging data managementTom Boissonnet /Heinrich-Heine Universit&auml;t D&uuml;sseldorf
Reproducible image analysis workflows with OMERO software APIsMichele Bortolomeazzi /DKFZ Heidelberg
Publishing datasets in public archives for bioimage dataKsenia Kroo&szlig; /Heinrich-Heine Universit&auml;t D&uuml;sseldorf

Date &amp; Venue:Thursday, Sept. 26, 5.30 p.m.Haus 22 / Paul Ehrlich Lecture Hall (H22-1)University Hospital Frankfurt",Unknown,.pdf,nfdi4bioimage * research data management * include in DALIA,en,,,,2024-09-30,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14626054,Collaborative Working and Version Control with git[hub],,"This slide deck introduces the version control tool git, related terminology and the Github Desktop app for managing files in Git[hub] repositories. We furthermore dive into:* Working with repositories* Collaborative with others* Github-Zenodo integration* Github pages* Artificial Intelligence answering Github Issues",Unknown,.pdf * .pptx,nfdi4bioimage * globias * research data management * research software management * include in DALIA,en,,,advanced beginner,2024-01-10,Unknown,Unknown,Unknown,Unknown
"Goedhart, Joachim",CC-BY-NC-SA-4.0,https://doi.org/10.5281/zenodo.7257808,DataViz protocols - An introduction to data visualization protocols for wet lab scientists,,,Unknown,.zip,Data Visualization * R * include in DALIA,,Book,text,,2024-12-10,Unknown,Unknown,Unknown,Unknown
Riccardo Massei * Björn Grüning,CC-BY-4.0,https://training.galaxyproject.org/training-material/topics/imaging/tutorials/omero-suite/tutorial.html,Overview of the Galaxy OMERO-suite - Upload images and metadata in OMERO using Galaxy,,,Unknown,Unknown,OMERO * Galaxy * Metadata * nfdi4bioimage * include in DALIA,,Tutorial,,,2024-12-02,Unknown,Unknown,Unknown,Unknown
Leonid Kostrykin * Diana Chiang Jurado, CC-BY-4.0,https://training.galaxyproject.org/training-material/topics/imaging/tutorials/detection-of-mitoflashes/tutorial.html#tracking-of-mitochondria-and-capturing-mitoflashes,Tracking of mitochondria and capturing mitoflashes,,,Unknown,Unknown,Bioinformatics * Bioimage Analysis * include in DALIA,,Tutorial,,,2024-11-20,Unknown,Unknown,Unknown,Unknown
Virginie Uhlmann * Matthew Hartley * Josh Moore * Erin Weisbart * Assaf Zaritsky, CC-BY-4.0,https://journals.biologists.com/jcs/article/137/20/jcs262139/362478/Making-the-most-of-bioimaging-data-through,Making the most of bioimaging data through interdisciplinary interactions,,,Unknown,Unknown,Bioimage Analysis * Open Science * Microscopy * include in DALIA,,Article,text,,2024-10-23,Unknown,Unknown,Unknown,Unknown
Shanmugasundaram,CC-BY-4.0,https://doi.org/10.5281/zenodo.4778265,Introduction to Research Data Management and Open Research,,Introduction to RDM primarily for researchers. Can be seen as primer to all other materials in this catalogue.,Unknown,.pdf,Research Data Management * Open Science * include in DALIA,,Presentation,presentation,,2024-05-17,Unknown,Unknown,Unknown,Unknown
Christian Tischer * Antonio Politi * Tim-Oliver Buchholz * Elnaz Fazeli * Nicola Gritti * Aliaksandr Halavatyi * Sebastian Gonzalez Tirado * Julian Hennies * Toby Hodges * Arif Khan * Dominik Kutra * Stefania Marcotti * Bugra Oezdemir * Felix Schneider * Martin Schorb * Anniek Stokkermans * Yi Sun * Nima Vakili, CC-BY-4.0,https://doi.org/10.5281/zenodo.14264885,Modular training resources for bioimage analysis,,Resources for teaching/preparing to teach bioimage analysis,Unknown,.zip,neubias * bioimage analysis * include in DALIA,,,,,2024-12-03,Unknown,Unknown,Unknown,Unknown
Alex Wolf * pre-commit-ci[bot] * Philipp A. * Isaac Virshup * Ilan Gold * Giovanni Palla * Fidel Ramirez * G\xF6k\xE7en Eraslan * Sergei Rybakov * Abolfazl (Abe) * Adam Gayoso * Dinesh Palli * Gregor Sturm * Jan Lause * Karin Hrovatin * Krzysztof Polanski * RaphaelBuzzi * Yimin Zheng * Yishen Miao * evanbiederstedt,bsd 3-clause,https://github.com/scverse/scanpy-tutorials,scanpy-tutorials,,Scanpy Tutorials.,Unknown,Unknown,single-cell analysis * bioimage analysis * include in DALIA,,,,,2018-12-16T03:42:46+00:00,Unknown,Unknown,Unknown,Unknown
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.14716546,[CIDAS] Scalable strategies for a next-generation of FAIR bioimaging,,"Talk given at Georg-August-Universit&auml;t G&ouml;ttingen Campus Institute Data Science23rd January 2025
https://www.uni-goettingen.de/en/653203.html",Unknown,.pdf,nfdi4bioimage * include in DALIA,,,,,2025-01-23,Unknown,Unknown,Unknown,Unknown
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.14650434,[CMCB] Scalable strategies for a next-generation of FAIR bioimaging,,"CMCB LIFE SCIENCES SEMINARSTechnische Universit&auml;t Dresden16th January 2025
https://tu-dresden.de/cmcb/crtd/news-termine/termine/cmcb-life-sciences-seminar-josh-moore-german-bioimaging-e-v-society-for-microscopy-and-image-analysis-constance
&nbsp;",Unknown,.pdf,NFDI4Bioimage * include in DALIA,en,,,,2025-01-16,Unknown,Unknown,Unknown,Unknown
"Pylvänäinen, Joanna",mit-license,https://doi.org/10.5281/zenodo.14771563,Image handling using Fiji - training materials,,"Description:This training package provides a guide to image processing and analysis using ImageJ/Fiji, an open-source software widely used in biological and medical imaging. The manual includes step-by-step exercises demonstrating practical workflows for measuring size distribution and signal intensity using both conventional thresholding and advanced tools like StarDist. This resource is ideal for researchers, students, and professionals looking to enhance their image analysis skills using Fiji.
Key topics include:

Image calibration and intensity adjustments
Channel splitting and merging
Projection techniques and scale bar addition
Segmentation and thresholding methods
Quantitative analysis of nuclei and fluorescence signal intensity

Publication Date: January 2025
Keywords: Fiji, ImageJ, Image Analysis, Microscopy, Segmentation, Particle Analysis, 3D Visualization, StarDist
License: MIT",Unknown,.lsm * .nd2 * .pdf * .tif,include in DALIA,en,,,,2025-01-30,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14692037,"Prompt Engineering, Agentic Workflows and Multi-modal Large Language Models",,"In these two slide-decks we explore applications of large language models. In the first slide deck we dive into prompt engineering, function calling and how to build agentic workflows. In the second slide-deck we explore multi-modal large language models focusing on vision language models and image generation models.&nbsp;",Unknown,.pdf * .pptx,include in DALIA,en,,,,2025-01-19,Unknown,Unknown,Unknown,Unknown
Joran Deschamps * Damian Dalle Nogare,BSD-3-Clause,https://github.com/nobias-fht/advanced-scripting,Advanced scripting with Fiji,,,Unknown,Unknown,Fiji * include in DALIA,,,,,2023-06-14T08:25:35+00:00,Unknown,Unknown,Unknown,Unknown
"Zollitsch, Linda * Piotrowski, Swantje", CC-BY-4.0,https://doi.org/10.5281/zenodo.14729452,Kriterienkatalog für Materialien aus dem Themenbereich Forschungsdatenmanagement,,"Im Rahmen von FDM-SH Kontor &ndash; einem Projekt, das im Kontext der AG Kompetenzentwicklung von der Landesinitiative FDM-SH durchgef&uuml;hrt wurde - haben wir zum Ziel, eine kuratierte Materialbasis f&uuml;r Fortbildungen und Schulungen zu schaffen. Dies stellte uns vor die Herausforderung, festzulegen, wie die Materialien ausgew&auml;hlt werden sollen.
Dieser Kriterienkatalog ist ein Versuch, erste Qualit&auml;tskriterien (insbesondere hinsichtlich der Nachnutzbarkeit und den FAIR-Prinzipien) f&uuml;r Materialien auf Basis von Metadaten zu erstellen. Dabei wurde das Vorgehen des Open Science Learning Gates (https://zenodo.org/records/12772135), als Vorbild genommen. Neben dem Metadatenschema der RDA (https://zenodo.org/records/6769695#.YrrP9-xBybQ) haben wir auf das Metadatenschema der DINI/nestor UAG Schulungen/Fortbildungen (https://zenodo.org/records/3760398) sowie das DALIA Interchange Format (https://zenodo.org/records/11521029) zur&uuml;ckgegriffen.",Unknown,.odt,include in DALIA,de,,,,2025-01-24,Unknown,Unknown,Unknown,Unknown
Jullia Jakiela * Laura Cooper * Katarzyna Kamieniecka * Krzysztof Poterlowicz,CC-BY-4.0 International,https://training.galaxyproject.org/training-material/topics/imaging/tutorials/bioimage-REMBI/tutorial.html,EMBI - Recommended Metadata for Biological Images – metadata guidelines for bioimaging data,,"The objective is to organise bioimage metadata, find out what REMBI is and why it is useful, categorise what metadata belongs to each of the submodules of REMBI and gather the metadata for an example bioimage dataset.",Unknown,Unknown,Bioinformatics * Bioimage Analysis * include in DALIA,en,Tutorial,,,2025-02-05,Unknown,Unknown,Unknown,Unknown
"Barry, David",CC-BY-4.0 International,https://doi.org/10.5281/zenodo.14767944,Promoting Reproducibility in Biomedical Research through Image Analysis,,Slides presented at Empowering Healthcare with Automated Analysis at London Metropolitan University.,Unknown,Unknown,Reproducibility * Image Analysis * include in DALIA,,Presentation,presentation,,2025-01-29,Unknown,Unknown,Unknown,Unknown
"Moore, Josh", CC-BY-4.0,https://doi.org/10.5281/zenodo.14845059,[CIDAS] Scalable strategies for a next-generation of FAIR bioimaging,,"Talk given at Georg-August-Universit&auml;t G&ouml;ttingen Campus Institute Data Science23rd January 2025
https://www.uni-goettingen.de/en/653203.html",Unknown,.pdf * .pptx,NFDI4Bioimage * include in DALIA,,,,,2025-01-23,Unknown,Unknown,Unknown,Unknown
"Fuster-Barcelo, Caterina", CC-BY-4.0,https://doi.org/10.5281/zenodo.13880367,"BioImage.IO Chatbot, GloBIAS Seminar",,"The dynamic field of bioimage analysis continually seeks innovative tools to democratize access to analysis tools and its documentation. The BioImage.IO Chatbot, leveraging state-of-the-art AI technologies including Large Language Models (LLMs) and Retrieval Augmented Generation (RAG), provides an interactive platform that significantly integrates the exploration and application of bioimage analysis tools and models. This seminar will introduce the BioImage.IO Chatbot's capabilities, focusing on how it facilitates access to advanced analysis tools and documentation, allows for the execution of complex models, and enables users to create customized extensions adjusted to specific research needs. In a live demo, attendees will see how to interact with the chatbot and all its assistants and capabilities. Join us to explore how the BioImage.IO Chatbot ca transform your research by making sophisticated analysis more intuitive and accessible.",Unknown,.pdf,include in DALIA,en,,,,2024-10-02,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14053758,Developing a Training Strategy,,"When training people in topics such as programming, bio-image analysis or data science, it makes sense to define a training strategy with a wider perspective than just trainees needs. This slide deck gives insights into aspects to consider when defining a training strategy. It considers funder's interests, financial aspects, metrics / goals, steps towards sustainability and opportunities for outreach and for founding future collaborations.",Unknown,.pdf * .pptx,NFDI4Bioimage * Artificial Intelligence * include in DALIA,en,,,,2024-11-08,Unknown,Unknown,Unknown,Unknown
"Haase, Robert", CC-BY-4.0,https://doi.org/10.5281/zenodo.14043615,Training Computational Skills in the Age of AI,,Artificial intelligence (AI) and large language models (LLMs) are changing the way we use computers in science. This slide deck introduces ways for using AI and LLMs for making training materials and for exchanging knowledge about how to use AI in joint discussions between humans and LLM-based AI-systems.,Unknown,.pdf * .pptx,NFDI4Bioimage * Artificial Intelligence * include in DALIA,en,,,,2024-11-06,Unknown,Unknown,Unknown,Unknown
"Pop, Draga Doncila",BSD-3-Clause,https://github.com/DragaDoncila/napari-scipy2025-workshop,napari-scipy2025-workshop,,"This is a three-part workshop guiding you through using napari to view images, a brief bioimaging analysis application, and extending napari's functionality with your own custom workflows.",Unknown,Unknown,Python * Napari * include in DALIA,,,,,2025-02-28T23:41:10+00:00,Unknown,Unknown,Unknown,Unknown
